Date,Type,Ticker,ISIN,Name,Asset Type,Shares,Price,Total,Fees,Currency,Source
2025-02-07 00:00:00,Buy,EUXTF,,Euronext,Stock,3.0,113.5,-340.5,0.0,EUR,Unknown
2025-02-10 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.34019,249.86,-85.0,0.0,EUR,Unknown
2025-02-10 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,0.850846,117.53,-100.0,0.0,EUR,Unknown
2025-02-10 00:00:00,Buy,CROX,,Crocs,Stock,3.0,87.63,-262.89,0.0,EUR,Unknown
2025-02-13 00:00:00,Dividend,PSKRF,,Protector Forsikring,Stock,19.0,0.34,6.51,0.0,EUR,Unknown
2025-02-13 00:00:00,TransferOut,,,,Unknown,5.68,1.0,5.68,0.0,EUR,Unknown
2025-02-15 00:00:00,TransferOut,,,,Unknown,25.0,1.0,25.0,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.3291,258.28,-85.0,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,0.842672,118.67,-100.0,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,3.71333,53.86,-200.0,0.0,EUR,Unknown
2025-02-17 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,8.0,112.38,899.04,0.0,EUR,Unknown
2025-02-17 00:00:00,TransferOut,,,,Unknown,48.0,1.0,48.0,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,ELF,,"E.L.F. BEAUTY INC DL-,01",Stock,4.0,70.3,-281.2,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,SMFRF,,SUMITOMO FORESTRY,Stock,27.0,10.066666666666666,-271.8,0.0,EUR,Unknown
2025-02-17 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,107.0,-321.0,0.0,EUR,Unknown
2025-02-18 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,3.0,116.88,350.64,0.0,EUR,Unknown
2025-02-18 00:00:00,Buy,WPLCF,,Wise,Stock,29.0,13.36,-387.44,0.0,EUR,Unknown
2025-02-18 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,3.0,118.0,354.0,0.0,EUR,Unknown
2025-02-18 00:00:00,Buy,LI,,Li Auto (ADR),Stock,14.0,24.7,-345.8,0.0,EUR,Unknown
2025-02-19 00:00:00,Dividend,ASML.AS,,ASML Holding,Stock,3.0,1.52,4.56,0.0,EUR,Unknown
2025-02-20 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,0.00189,0.34,0.0,EUR,Unknown
2025-02-20 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,0.11,20.03,0.0,EUR,Unknown
2025-02-20 00:00:00,TransferOut,,,,Unknown,8.37,1.0,8.37,0.0,EUR,Unknown
2025-02-21 00:00:00,TransferOut,,,,Unknown,17.4,1.0,17.4,0.0,EUR,Unknown
2025-02-21 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,6.0,100.58,603.48,0.0,EUR,Unknown
2025-02-21 00:00:00,Buy,POWL,,POWELL INDUSTRIES,Stock,2.0,172.4,-344.8,0.0,EUR,Unknown
2025-02-21 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,3.0,100.5,301.5,0.0,EUR,Unknown
2025-02-21 00:00:00,Buy,NU,,Nubank,Stock,25.0,10.5,-262.6,0.0,EUR,Unknown
2025-02-21 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,100.0,-300.0,0.0,EUR,Unknown
2025-02-22 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2025-02-22 00:00:00,TransferOut,,,,Unknown,6.88,1.0,6.88,0.0,EUR,Unknown
2025-02-24 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.362906,234.22,-85.0,0.0,EUR,Unknown
2025-02-24 00:00:00,TransferOut,,,,Unknown,5.17,1.0,5.17,0.0,EUR,Unknown
2025-02-24 00:00:00,TransferIn,,,,Unknown,20.0,1.0,20.0,0.0,EUR,Unknown
2025-02-25 00:00:00,TransferOut,,,,Unknown,12.28,1.0,12.28,0.0,EUR,Unknown
2025-02-25 00:00:00,Sell,HON,,Honeywell,Stock,2.122,190.62205466541,404.5,0.0,EUR,Unknown
2025-02-25 00:00:00,Sell,SMFRF,,SUMITOMO FORESTRY,Stock,27.0,9.6,259.2,0.0,EUR,Unknown
2025-02-25 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,97.5,-292.5,0.0,EUR,Unknown
2025-02-25 00:00:00,Buy,POWL,,POWELL INDUSTRIES,Stock,2.0,156.5,-313.0,0.0,EUR,Unknown
2025-02-25 00:00:00,Sell,PSKOF,,ORLEN,Stock,18.0,14.52,261.43,0.0,EUR,Unknown
2025-02-25 00:00:00,Buy,HOEGF,,Höegh Autoliners,Stock,47.0,6.74,-316.55,0.0,EUR,Unknown
2025-02-26 00:00:00,TransferOut,,,,Unknown,11.07,1.0,11.07,0.0,EUR,Unknown
2025-02-28 00:00:00,TransferIn,,,,Unknown,574.55,1.0,574.55,0.0,EUR,Unknown
2025-02-28 00:00:00,Buy,JUMSF,,Jumbo,Stock,10.0,26.34,-263.4,0.0,EUR,Unknown
2025-02-28 00:00:00,Buy,SOFI,,SoFi Technologies,Stock,23.0,13.26,-304.98,0.0,EUR,Unknown
2025-02-28 00:00:00,TransferIn,,,,Unknown,1200.0,1.0,1200.0,0.0,EUR,Unknown
2025-03-01 00:00:00,Interest,,,,Unknown,1.37,1.0,1.37,0.0,EUR,Unknown
2025-03-01 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2025-03-03 00:00:00,TransferIn,,,,Unknown,2.59,1.0,2.59,0.0,EUR,Unknown
2025-03-03 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.4,212.5,-85.0,0.0,EUR,Unknown
2025-03-03 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,0.924898,108.12,-100.0,0.0,EUR,Unknown
2025-03-03 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,0.023954,108.12,-2.59,0.0,EUR,Unknown
2025-03-03 00:00:00,TransferOut,,,,Unknown,9.6,1.0,9.6,0.0,EUR,Unknown
2025-03-03 00:00:00,Sell,DKILF,,Daikin Industries,Stock,3.0,102.4,307.2,0.0,EUR,Unknown
2025-03-03 00:00:00,Buy,NVDA,,NVIDIA,Stock,3.0,110.52,-331.56,0.0,EUR,Unknown
2025-03-05 00:00:00,Dividend,HOEGF,,Höegh Autoliners,Stock,177.0,0.45,80.15,0.0,EUR,Unknown
2025-03-06 00:00:00,Sell,CROX,,Crocs,Stock,3.0,94.63,283.89,0.0,EUR,Unknown
2025-03-06 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,94.5,-283.5,0.0,EUR,Unknown
2025-03-06 00:00:00,Sell,PSKOF,,ORLEN,Stock,27.0,15.14,408.73,0.0,EUR,Unknown
2025-03-06 00:00:00,Buy,NU,,Nubank,Stock,41.0,9.85,-403.97,0.0,EUR,Unknown
2025-03-06 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,3.0,185.34,-556.02,1.0,EUR,Unknown
2025-03-06 00:00:00,Sell,PSKOF,,ORLEN,Stock,20.0,15.14,302.8,0.0,EUR,Unknown
2025-03-06 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,9.0,31.82,-286.38,0.0,EUR,Unknown
2025-03-06 00:00:00,TransferIn,,,,Unknown,348.38,1.0,348.38,0.0,EUR,Unknown
2025-03-07 00:00:00,Sell,PSKOF,,ORLEN,Stock,30.0,15.24,457.32,0.0,EUR,Unknown
2025-03-07 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,91.0,-273.0,0.0,EUR,Unknown
2025-03-07 00:00:00,Buy,HIMS,,Hims & Hers Health,Stock,9.0,30.33,-272.97,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.115013,89.69,-100.0,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.501593,169.46,-85.0,0.0,EUR,Unknown
2025-03-10 00:00:00,Sell,VEEV,,Veeva Systems,Stock,2.0,224.8,449.6,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,GRAB,,Grab Holdings Limited,Stock,67.0,3.85,-257.88,0.0,EUR,Unknown
2025-03-10 00:00:00,Sell,RTPPF,,Rio Tinto,Stock,5.0,57.74,288.7,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,GOOGL,,Alphabet 'A',Stock,2.0,152.94,-305.88,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,GRAB,,Grab Holdings Limited,Stock,43.0,3.83,-164.65,0.99,EUR,Unknown
2025-03-10 00:00:00,Sell,PSKRF,,Protector Forsikring,Stock,19.0,26.1,495.9,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,3.0,91.0,-273.0,0.0,EUR,Unknown
2025-03-10 00:00:00,Sell,LNTH,,Lantheus Hldg.,Stock,3.0,100.7,302.1,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,NU,,Nubank,Stock,27.0,9.64,-260.2,0.0,EUR,Unknown
2025-03-10 00:00:00,TransferOut,,,,Unknown,15.15,1.0,15.15,0.0,EUR,Unknown
2025-03-10 00:00:00,Sell,XYL,,XYLEM,Stock,4.0,119.7,478.8,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,ASML.AS,,ASML Holding,Stock,1.0,637.0,-637.0,0.0,EUR,Unknown
2025-03-10 00:00:00,Sell,XYL,,XYLEM,Stock,4.0,119.65,478.6,0.0,EUR,Unknown
2025-03-10 00:00:00,Buy,AMD,,Advanced Micro Devices,Stock,6.0,90.78,-544.68,0.0,EUR,Unknown
2025-03-10 00:00:00,TransferOut,,,,Unknown,388.06,1.0,388.06,0.0,EUR,Unknown
2025-03-11 00:00:00,TransferOut,,,,Unknown,4.2,1.0,4.2,0.0,EUR,Unknown
2025-03-11 00:00:00,Sell,PLTR,,Palantir Technologies,Stock,11.0,70.59,776.49,0.0,EUR,Unknown
2025-03-11 00:00:00,Buy,GMAB.CO,,Genmab,Stock,2.0,185.3,-370.6,0.0,EUR,Unknown
2025-03-11 00:00:00,Buy,SMCI,,Super Micro Computer,Stock,11.0,37.68,-414.48,0.0,EUR,Unknown
2025-03-12 00:00:00,TransferOut,,,,Unknown,3.59,1.0,3.59,0.0,EUR,Unknown
2025-03-13 00:00:00,Dividend,MSFT,,Microsoft,Stock,6.0,0.76,4.57,0.0,EUR,Unknown
2025-03-14 00:00:00,Dividend,IBKR,,Interactive Brokers Group A,Stock,24.0,0.0575,1.37,0.0,EUR,Unknown
2025-03-14 00:00:00,TransferOut,,,,Unknown,18.01,1.0,18.01,0.0,EUR,Unknown
2025-03-17 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.142661,87.52,-100.0,0.0,EUR,Unknown
2025-03-17 00:00:00,Dividend,GOOGL,,Alphabet 'A',Stock,15.0,0.18,2.74,0.0,EUR,Unknown
2025-03-17 00:00:00,Sell,SMCI,,Super Micro Computer,Stock,11.0,38.89,427.79,0.0,EUR,Unknown
2025-03-17 00:00:00,Sell,AMD,,Advanced Micro Devices,Stock,6.0,92.08,552.48,0.0,EUR,Unknown
2025-03-17 00:00:00,Buy,SEZL,,Sezzle Inc.,Stock,12.0,35.333333333333336,-424.0,0.0,EUR,Unknown
2025-03-17 00:00:00,Buy,ZETA,,Zeta Global Holdings Corp Class A,Stock,20.0,12.9,-258.0,0.0,EUR,Unknown
2025-03-17 00:00:00,Buy,NATKY,,NAC Kazatomprom GDR,Stock,9.0,33.6,-302.4,0.0,EUR,Unknown
2025-03-17 00:00:00,TransferOut,,,,Unknown,21.41,1.0,21.41,0.0,EUR,Unknown
2025-03-18 00:00:00,Sell,ZETA,,Zeta Global Holdings Corp Class A,Stock,20.0,12.5,250.0,0.0,EUR,Unknown
2025-03-18 00:00:00,Sell,LNTH,,Lantheus Hldg.,Stock,3.0,94.32,282.96,0.0,EUR,Unknown
2025-03-18 00:00:00,Buy,HXSCL,,SK HYNIX GDR 144A/REGS 1,Stock,4.0,129.0,-516.0,0.0,EUR,Unknown
2025-03-19 00:00:00,Dividend,XYL,,XYLEM,Stock,8.0,0.37,2.95,0.0,EUR,Unknown
2025-03-19 00:00:00,Dividend,POWL,,POWELL INDUSTRIES,Stock,2.0,0.25,0.5,0.0,EUR,Unknown
2025-03-19 00:00:00,TransferOut,,,,Unknown,20.95,1.0,20.95,0.0,EUR,Unknown
2025-03-20 00:00:00,TransferOut,,,,Unknown,7.73,1.0,7.73,0.0,EUR,Unknown
2025-03-21 00:00:00,TransferOut,,,,Unknown,17.4,1.0,17.4,0.0,EUR,Unknown
2025-03-21 00:00:00,TransferOut,,,,Unknown,14.61,1.0,14.61,0.0,EUR,Unknown
2025-03-24 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2025-03-24 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,0.00233,0.42,0.0,EUR,Unknown
2025-03-24 00:00:00,Sell,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,2.0,54.25,108.5,1.0,EUR,Unknown
2025-03-24 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,5.56e-05,0.01,0.0,EUR,Unknown
2025-03-24 00:00:00,Sell,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.764976,54.25,41.5,0.0,EUR,Unknown
2025-03-24 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,0.11,19.15,0.0,EUR,Unknown
2025-03-24 00:00:00,Dividend,BRPETRACNPR6,,Petrobras (Vz),Stock,180.0,0.00144,0.26,0.0,EUR,Unknown
2025-03-24 00:00:00,TransferOut,,,,Unknown,23.78,1.0,23.78,0.0,EUR,Unknown
2025-03-24 00:00:00,Sell,HXSCL,,SK HYNIX GDR 144A/REGS 1,Stock,4.0,132.0,528.0,0.0,EUR,Unknown
2025-03-24 00:00:00,Buy,TSM,,TSMC (ADR),Stock,3.0,168.4,-505.2,0.0,EUR,Unknown
2025-03-26 00:00:00,Dividend,META,,Meta Platforms,Stock,1.0,0.49,0.49,0.0,EUR,Unknown
2025-03-26 00:00:00,TransferOut,,,,Unknown,13.79,1.0,13.79,0.0,EUR,Unknown
2025-03-27 00:00:00,TransferIn,,,,Unknown,550.18,1.0,550.18,0.0,EUR,Unknown
2025-03-27 00:00:00,TransferIn,,,,Unknown,1200.0,1.0,1200.0,0.0,EUR,Unknown
2025-03-27 00:00:00,Buy,NATKY,,NAC Kazatomprom GDR,Stock,9.0,31.5,-283.5,0.0,EUR,Unknown
2025-03-27 00:00:00,Buy,INPOF,,InPost,Stock,18.0,14.8,-266.4,0.0,EUR,Unknown
2025-03-28 00:00:00,TransferOut,,,,Unknown,99.0,1.0,99.0,0.0,EUR,Unknown
2025-03-28 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2025-03-28 00:00:00,TransferOut,,,,Unknown,13.1,1.0,13.1,0.0,EUR,Unknown
2025-03-28 00:00:00,TransferOut,,,,Unknown,12.17,1.0,12.17,0.0,EUR,Unknown
2025-03-28 00:00:00,TransferOut,,,,Unknown,12.06,1.0,12.06,0.0,EUR,Unknown
2025-03-29 00:00:00,TransferOut,,,,Unknown,2.0,1.0,2.0,0.0,EUR,Unknown
2025-03-31 00:00:00,Interest,,,,Unknown,0.37,1.0,0.37,0.0,EUR,Unknown
2025-03-31 00:00:00,TransferOut,,,,Unknown,109.39,1.0,109.39,0.0,EUR,Unknown
2025-03-31 00:00:00,Dividend,JUMSF,,Jumbo,Stock,10.0,0.47,4.72,0.0,EUR,Unknown
2025-03-31 00:00:00,Dividend,JUMSF,,Jumbo,Stock,20.0,0.47,9.45,0.0,EUR,Unknown
2025-03-31 00:00:00,Sell,MARA,,Mara Holdings,Stock,29.0,10.77,312.33,0.0,EUR,Unknown
2025-03-31 00:00:00,Sell,IREN,,IREN,Stock,100.0,5.46,546.0,0.0,EUR,Unknown
2025-03-31 00:00:00,Buy,AMZN,,Amazon,Stock,2.0,174.0,-348.0,0.0,EUR,Unknown
2025-03-31 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,5.0,86.0,-430.0,0.0,EUR,Unknown
2025-04-01 00:00:00,Interest,,,,Unknown,0.32,1.0,0.32,0.0,EUR,Unknown
2025-04-01 00:00:00,Dividend,NOVO-B.CO,,Novo Nordisk 'B',Stock,6.0,1.06,6.35,0.0,EUR,Unknown
2025-04-01 00:00:00,Interest,,,,Unknown,1.24,1.0,1.24,0.0,EUR,Unknown
2025-04-02 00:00:00,TransferIn,,,,Unknown,8.82,1.0,8.82,0.0,EUR,Unknown
2025-04-02 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.144688,87.36,-100.0,0.0,EUR,Unknown
2025-04-02 00:00:00,Dividend,NVDA,,NVIDIA,Stock,19.0,0.00895,0.17,0.0,EUR,Unknown
2025-04-02 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.498566,160.46,-80.0,0.0,EUR,Unknown
2025-04-02 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.887154,56.36,-50.0,0.0,EUR,Unknown
2025-04-02 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,0.100961,87.36,-8.82,0.0,EUR,Unknown
2025-04-03 00:00:00,TransferOut,,,,Unknown,95.1,1.0,95.1,0.0,EUR,Unknown
2025-04-06 00:00:00,TransferOut,,,,Unknown,78.1,1.0,78.1,0.0,EUR,Unknown
2025-04-07 00:00:00,TransferIn,,,,Unknown,92.94,1.0,92.94,0.0,EUR,Unknown
2025-04-07 00:00:00,TransferOut,,,,Unknown,3.67,1.0,3.67,0.0,EUR,Unknown
2025-04-07 00:00:00,TransferOut,,,,Unknown,3.77,1.0,3.77,0.0,EUR,Unknown
2025-04-08 00:00:00,TransferOut,,,,Unknown,17.08,1.0,17.08,0.0,EUR,Unknown
2025-04-09 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.702272,58.75,-100.0,0.0,EUR,Unknown
2025-04-09 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.733541,109.06,-80.0,0.0,EUR,Unknown
2025-04-09 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.932227,53.64,-50.0,0.0,EUR,Unknown
2025-04-10 00:00:00,Dividend,TSM,,TSMC (ADR),Stock,7.0,0.59,4.16,0.0,EUR,Unknown
2025-04-10 00:00:00,TransferOut,,,,Unknown,16.35,1.0,16.35,0.0,EUR,Unknown
2025-04-12 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2025-04-16 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.49109,67.07,-100.0,0.0,EUR,Unknown
2025-04-16 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.645421,123.95,-80.0,0.0,EUR,Unknown
2025-04-16 00:00:00,Buy,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.887784,56.32,-50.0,0.0,EUR,Unknown
2025-04-17 00:00:00,Dividend,RTPPF,,Rio Tinto,Stock,5.0,2.05,10.24,0.0,EUR,Unknown
2025-04-17 00:00:00,TransferOut,,,,Unknown,5.66,1.0,5.66,0.0,EUR,Unknown
2025-04-21 00:00:00,Cost,,,,Unknown,0.0,1.0,0.0,4.99,EUR,Unknown
2025-04-21 00:00:00,TransferOut,,,,Unknown,17.4,1.0,17.4,0.0,EUR,Unknown
2025-04-22 00:00:00,TransferOut,,,,Unknown,3.23,1.0,3.23,0.0,EUR,Unknown
2025-04-23 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.404297,71.21,-100.0,0.0,EUR,Unknown
2025-04-23 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.60006,133.32,-80.0,0.0,EUR,Unknown
2025-04-24 00:00:00,TransferOut,,,,Unknown,11.82,1.0,11.82,0.0,EUR,Unknown
2025-04-26 00:00:00,TransferOut,,,,Unknown,23.81,1.0,23.81,0.0,EUR,Unknown
2025-04-28 00:00:00,TransferIn,,,,Unknown,28.81,1.0,28.81,0.0,EUR,Unknown
2025-04-29 00:00:00,TransferOut,,,,Unknown,2.0,1.0,2.0,0.0,EUR,Unknown
2025-04-29 00:00:00,TransferOut,,,,Unknown,12.06,1.0,12.06,0.0,EUR,Unknown
2025-04-29 00:00:00,TransferOut,,,,Unknown,12.16,1.0,12.16,0.0,EUR,Unknown
2025-04-29 00:00:00,TransferOut,,,,Unknown,13.1,1.0,13.1,0.0,EUR,Unknown
2025-04-30 00:00:00,TransferIn,,,,Unknown,2436.69,1.0,2436.69,0.0,EUR,Unknown
2025-04-30 00:00:00,TransferOut,,,,Unknown,3.0,1.0,3.0,0.0,EUR,Unknown
2025-04-30 00:00:00,TransferOut,,,,Unknown,21.71,1.0,21.71,0.0,EUR,Unknown
2025-05-01 00:00:00,Interest,,,,Unknown,1.05,1.0,1.05,0.0,EUR,Unknown
2025-05-02 00:00:00,TransferIn,,,,Unknown,3.32,1.0,3.32,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,NU,,Nubank,Stock,2.271901,11.0,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,KNSL,,Kinsale Capital,Stock,0.065308,382.8,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,GOOGL,,Alphabet 'A',Stock,0.175389,142.54,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,IE00BLRPRL42,,WisdomTree NASDAQ 100 3x Daily Leveraged,Stock,0.321357,155.59,-50.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,NOVO-B.CO,,Novo Nordisk 'B',Stock,0.412269,60.64,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,GRAB,,Grab Holdings Limited,Stock,5.839757,4.28,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,DDOG,,Datadog A,Stock,0.263629,94.83,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,0.31407,79.6,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,APD,,Air Products & Chemicals Inc.,Stock,0.103007,242.7,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,RTPPF,,Rio Tinto,Stock,0.473305,52.82,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,WPLCF,,Wise,Stock,2.078137,12.03,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,YASKF,,Yaskawa Electric,Stock,1.324854,18.87,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,EADSF,,Airbus,Stock,0.163185,153.2,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,TSM,,TSMC (ADR),Stock,0.158629,157.6,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,MELI,,Mercado Libre,Stock,0.012348,2024.62,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,TOELF,,Tokyo Electron,Stock,0.190985,130.9,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,AMZN,,Amazon,Stock,0.149611,167.1,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,BRK/B,,Berkshire Hathaway ‘B’,Stock,0.052753,473.91,-25.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,IE00B7Y34M31,,WisdomTree S&P 500 3x Daily Leveraged,Stock,1.253839,79.76,-100.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,VFAWF,,Vanguard FTSE All-World UCITS ETF - USD ACC,Stock,8.065817,123.98,-1000.0,0.0,EUR,Unknown
2025-05-02 00:00:00,Buy,VFAWF,,Vanguard FTSE All-World UCITS ETF - USD ACC,Stock,0.026778,123.98,-3.32,0.0,EUR,Unknown
2025-05-02 00:00:00,TransferOut,,,,Unknown,5.06,1.0,5.06,0.0,EUR,Unknown
2025-05-02 00:00:00,TransferOut,,,,Unknown,96.0,1.0,96.0,0.0,EUR,Unknown
2025-05-05 00:00:00,TransferOut,,,,Unknown,3.43,1.0,3.43,0.0,EUR,Unknown
2025-05-06 00:00:00,Dividend,ASML.AS,,ASML Holding,Stock,4.0,1.84,7.36,0.0,EUR,Unknown
2025-05-06 00:00:00,Sell,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,50.0,57.94,2897.0,1.0,EUR,Unknown
2025-05-06 00:00:00,Sell,PHYMF,,iShares Physical Gold ETC - USD ACC,Stock,0.824869,57.94,47.79,0.0,EUR,Unknown
2025-05-06 00:00:00,Buy,NOVO-B.CO,,Novo Nordisk 'B',Stock,0.854879,59.37,-50.75,0.0,EUR,Unknown
2025-05-06 00:00:00,Buy,NOVO-B.CO,,Novo Nordisk 'B',Stock,16.0,59.37,-949.92,1.0,EUR,Unknown
2025-05-06 00:00:00,Buy,ALFVF,,Alfa Laval,Stock,0.755158,36.35,-27.45,0.0,EUR,Unknown
2025-05-06 00:00:00,Buy,ALFVF,,Alfa Laval,Stock,13.0,36.35,-472.55,1.0,EUR,Unknown
2025-05-06 00:00:00,Buy,MSCI,,MSCI,Stock,2.0,484.3,-968.6,1.0,EUR,Unknown
2025-05-06 00:00:00,Buy,MSCI,,MSCI,Stock,0.064409,484.25,-31.19,0.0,EUR,Unknown
2025-05-07 00:00:00,Buy,GOOGL,,Alphabet 'A',Stock,3.0,133.3,-399.9,1.0,EUR,Unknown
2025-05-07 00:00:00,Buy,GOOGL,,Alphabet 'A',Stock,0.7515,133.29,-100.17,0.0,EUR,Unknown
2025-05-08 00:00:00,TransferOut,,,,Unknown,15.29,1.0,15.29,0.0,EUR,Unknown
2025-05-08 00:00:00,TransferOut,,,,Unknown,10.81,1.0,10.81,0.0,EUR,Unknown
2025-05-08 00:00:00,TransferOut,,,,Unknown,84.71,1.0,84.71,0.0,EUR,Unknown
2025-05-10 00:00:00,TransferOut,,,,Unknown,2.47,1.0,2.47,0.0,EUR,Unknown
2025-05-11 00:00:00,TransferIn,,,,Unknown,35.1,1.0,35.1,0.0,EUR,Unknown
2025-05-12 00:00:00,TransferOut,,,,Unknown,3.99,1.0,3.99,0.0,EUR,Unknown
2025-05-12 00:00:00,Sell,ELF,,"E.L.F. BEAUTY INC DL-,01",Stock,8.0,66.88,535.04,0.0,EUR,Unknown
2025-05-12 00:00:00,Buy,KSPI,,Kaspi.kz,Stock,4.0,75.4,-301.6,0.0,EUR,Unknown
